問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
box,箱,複数形は boxes,Put the books in this box.,10,,,,,,
basket,かご,,Put the fruit in the basket.,10,,,,,,
cup,カップ、茶わん,取っ手のあるもの,"A cup of tea, please.",10,,,,,,
glass,コップ、ガラス,意味が2つある,Give me a glass of water.,10,,,,,,
plate,皿,,Put the cake on the plate.,10,,,,,,
knife,ナイフ,複数形は knives,Be careful with the knife.,10,,,,,,
clock,時計,置き時計や掛け時計,The clock on the wall is old.,10,,,,,,
computer,コンピューター,,I use a computer at school.,10,,,,,,
radio,ラジオ,,I listen to the radio.,10,,,,,,
light,明かり、軽い,意味が2つある,Turn off the light.,10,,,,,,
wall,壁,,There is a picture on the wall.,10,,,,,,
floor,床、階,意味が2つある,My room is on the second floor.,10,,,,,,
bath,風呂,take a bath で「風呂に入る」,I take a bath every night.,10,,,,,,
towel,タオル,,Here is a clean towel.,10,,,,,,
soap,せっけん,数えない名詞,Wash your hands with soap.,10,,,,,,
paper,紙、新聞,数えない名詞,Give me a piece of paper.,10,,,,,,
newspaper,新聞,news（知らせ）＋ paper（紙）,My father reads the newspaper.,10,,,,,,
magazine,雑誌,,I bought a magazine.,10,,,,,,
gift,贈りもの,present も同じ意味,This is a gift for you.,10,,,,,,
card,カード、はがき,,I send a card to my aunt.,10,,,,,,
