問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
hello,こんにちは,一日じゅう使えるあいさつ,"Hello, I am Ken.",10,,,,,,
goodbye,さようなら,bye だけでも使う,"Goodbye, see you tomorrow.",10,,,,,,
yes,はい,,"Yes, I like music.",10,,,,,,
no,いいえ,,"No, I am not busy.",10,,,,,,
please,どうぞ、お願いします,頼むときに文の終わりに置く,Please open the door.,10,,,,,,
thank,感謝する,Thank you. の形でよく使う,Thank you for your help.,10,,,,,,
sorry,ごめんなさい、気の毒で,,"I am sorry, I am late.",10,,,,,,
name,名前,,My name is Yuki.,10,,,,,,
friend,友だち,,She is my good friend.,10,,,,,,
teacher,先生,teach（教える）＋ er（人）,Our teacher is very kind.,10,,,,,,
student,生徒、学生,,I am a junior high school student.,10,,,,,,
school,学校,school festival で「学園祭」,I go to school by bus.,10,,,,,,
class,クラス、授業,,Our class has thirty students.,10,,,,,,
today,今日,,Today is Monday.,10,,,,,,
tomorrow,明日,,See you tomorrow.,10,,,,,,
year,年,,I am twelve years old.,10,,,,,,
morning,朝、午前,Good morning. のあいさつでも使う,I run every morning.,10,,,,,,
night,夜,Good night. は「おやすみ」,I read books at night.,10,,,,,,
time,時間、時刻,What time is it? で「何時ですか」,What time is it now?,10,,,,,,
day,日、一日,,Have a nice day.,10,,,,,,
