問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
executive,重役、経営幹部,,The executive approved the budget.,10,,,,,,
subordinate,部下、下位の,,He treats subordinates fairly.,10,,,,,,
supervisor,監督者,supervise（監督する）から,Ask your supervisor first.,10,,,,,,
delegate tasks,仕事を任せる,2語で1つの意味,Good leaders delegate tasks.,10,,,,,,
recruit,採用する、新人,,They recruit every spring.,10,,,,,,
personnel,人員、人事部,,The personnel department handles it.,10,,,,,,
workforce,労働力、全従業員,work（働く）＋ force（力）,The workforce is aging.,10,,,,,,
morale,士気,,Team morale improved.,10,,,,,,
incentive pay,報奨給,2語で1つの意味,They introduced incentive pay.,10,,,,,,
appraisal,人事評価、査定,appraise（評価する）から,The annual appraisal is in March.,10,,,,,,
severance,退職手当、切断,,He received severance pay.,10,,,,,,
layoff,一時解雇,lay off（解雇する）から,The layoff affected 50 workers.,10,,,,,,
restructuring,事業再編,,Restructuring reduced costs.,10,,,,,,
merger talks,合併交渉,2語で1つの意味,Merger talks broke down.,10,,,,,,
subsidiary,子会社,,It is a subsidiary of a big firm.,10,,,,,,
headquarters,本社,head（頭）＋ quarters（場所）,The headquarters is in Osaka.,10,,,,,,
branch office,支社,2語で1つの意味,They opened a branch office.,10,,,,,,
quarterly,四半期の,quarter（4分の1）から,We publish quarterly results.,10,,,,,,
audit,会計監査、監査する,,The audit found no problems.,10,,,,,,
compliance officer,法令順守担当者,2語で1つの意味,Ask the compliance officer.,10,,,,,,
