問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
vocabulary,語い、語彙,,Build your vocabulary every day.,10,,,,,,
grammar,文法,,English grammar is not so hard.,10,,,,,,
pronunciation,発音,pronounce（発音する）から,Your pronunciation is clear.,10,,,,,,
spelling,つづり,spell（つづる）＋ ing,Check the spelling.,10,,,,,,
sentence,文,,Make a sentence with this word.,10,,,,,,
phrase,句、言い回し,,This phrase is useful.,10,,,,,,
paragraph,段落,,Read the first paragraph.,10,,,,,,
summary,要約,,Write a summary of the story.,10,,,,,,
translation,翻訳,translate（翻訳する）から,The translation is accurate.,10,,,,,,
accent,なまり、アクセント,,She has a British accent.,10,,,,,,
fluent,流ちょうな,,He is fluent in three languages.,10,,,,,,
memorize,暗記する,memory（記憶）から,Do not just memorize the words.,10,,,,,,
review,復習する、見直す,re（再び）＋ view（見る）,Review the lesson tonight.,10,,,,,,
quiz,小テスト,,We have a quiz every Friday.,10,,,,,,
assignment,課題、宿題,assign（割り当てる）から,The assignment is due Monday.,10,,,,,,
essay,小論文、作文,,I wrote an essay about my dream.,10,,,,,,
presentation,発表,present（示す）から,Her presentation was excellent.,10,,,,,,
note,メモ、注意する,意味が2つある,Take notes during the lecture.,10,,,,,,
understanding,理解,understand（理解する）＋ ing,Thank you for your understanding.,10,,,,,,
