問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
holy,神聖な,,They visited a holy place.,10,,,,,,
honestly,正直に、本当に,honest（正直な）から,"Honestly, I do not know.",10,,,,,,
honesty,正直さ,honest から,I admire her honesty.,10,,,,,,
honeymoon,新婚旅行,,They went to Italy on their honeymoon.,10,,,,,,
hop,ぴょんと跳ぶ,,The bird hopped along the branch.,10,,,,,,
hopeful,希望をもった,hope（希望）から,She is hopeful about the result.,10,,,,,,
hopefully,うまくいけば,,Hopefully the rain will stop.,10,,,,,,
hopeless,望みのない,hope ＋ less（〜がない）,The situation is not hopeless.,10,,,,,,
horizon,地平線、水平線,,The sun rose above the horizon.,10,,,,,,
horn,角、警笛,意味が2つある,The driver sounded the horn.,10,,,,,,
horrible,ぞっとする、ひどい,horror（恐怖）の仲間,The weather was horrible.,10,,,,,,
horrify,ぞっとさせる,,The news horrified everyone.,10,,,,,,
hostel,簡易な宿,,We stayed at a youth hostel.,10,,,,,,
household,世帯、家庭,house ＋ hold,Every household received a letter.,10,,,,,,
housework,家事,house ＋ work,They share the housework.,10,,,,,,
humanity,人類、人間らしさ,human から,He showed great humanity.,10,,,,,,
humor,ユーモア,米国のつづり,She has a good sense of humor.,10,,,,,,
humorous,こっけいな、ユーモアのある,,He told a humorous story.,10,,,,,,
humour,ユーモア,英国のつづり。humor と同じ,British humour can be dry.,10,,,,,,
hunger,空腹、飢え,hungry（空腹の）から,They fought against hunger.,10,,,,,,
