問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
perceive,知覚する、理解する,perception（知覚）から,People perceive colors differently.,10,,,,,,
persist,固執する、続く,,The problem persists.,10,,,,,,
possess,所有する,have よりかたい言い方,She possesses great talent.,10,,,,,,
preserve nature,自然を守る,2語で1つの意味,We must preserve nature.,10,,,,,,
pursue,追求する,,He pursued his dream.,10,,,,,,
recall,思い出す,,I cannot recall his name.,10,,,,,,
reflect,反射する、反映する,,The lake reflects the mountain.,10,,,,,,
reinforce,強化する,re（再び）＋ force（力）,This reinforces our view.,10,,,,,,
reject,拒否する,accept の反対,They rejected the offer.,10,,,,,,
release,解放する、発表する,,They released the report.,10,,,,,,
resist,抵抗する,,The material resists heat.,10,,,,,,
restore,回復する、修復する,,They restored the old temple.,10,,,,,,
restrict,制限する,restriction（制限）から,The rule restricts parking.,10,,,,,,
retain,保つ,keep よりかたい言い方,The soil retains water.,10,,,,,,
reveal,明らかにする,,The study revealed a trend.,10,,,,,,
secure,確保する、安全な,意味が2つある,They secured funding.,10,,,,,,
specify,明確に述べる,specific（明確な）から,Please specify the size.,10,,,,,,
substitute,代わりに使う、代用品,,Substitute honey for sugar.,10,,,,,,
transform,変える、変形する,trans（越えて）＋ form（形）,The city transformed quickly.,10,,,,,,
withdraw,引き出す、撤回する,,She withdrew her application.,10,,,,,,
