問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
detective,探偵、刑事,detect（見つける）から,The detective solved the case.,10,,,,,,
device driver,機器の制御ソフト,2語で1つの意味,Install the device driver.,10,,,,,,
devote time,時間をささげる,2語で1つの意味,She devotes time to volunteering.,10,,,,,,
diagram,図表,,Look at the diagram on page 12.,10,,,,,,
differ from,～と異なる,2語で1つの意味,This differs from the original.,10,,,,,,
digest,消化する,digestion（消化）から,It takes hours to digest.,10,,,,,,
dignity of,～の尊厳,2語で1つの意味,Respect the dignity of others.,10,,,,,,
dip,浸す,,Dip the bread in the soup.,10,,,,,,
disability aid,障がい者の補助具,2語で1つの意味,The city provides disability aids.,10,,,,,,
disagreement,意見の相違,disagree（反対する）から,There was a small disagreement.,10,,,,,,
disappear from,～から消える,2語で1つの意味,The star disappeared from view.,10,,,,,,
discipline,規律、訓練,,Sports teach discipline.,10,,,,,,
discount rate,割引率,2語で1つの意味,The discount rate is 20 percent.,10,,,,,,
disguise,変装する、変装,,He came in disguise.,10,,,,,,
disgust,むかつかせる,,The smell disgusted me.,10,,,,,,
dismiss,退ける、解雇する,,He dismissed the idea.,10,,,,,,
display case,陳列ケース,2語で1つの意味,The coins are in a display case.,10,,,,,,
dissolve in,～に溶ける,2語で1つの意味,Sugar dissolves in water.,10,,,,,,
distant,遠い,distance（距離）から,We saw a distant light.,10,,,,,,
distinguished,著名な,distinguish（区別する）から,He is a distinguished scholar.,10,,,,,,
