問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
now,今,,I am busy now.,10,,,,,,
then,そのとき、それから,,See you then.,10,,,,,,
yesterday,昨日,,I met him yesterday.,10,,,,,,
tonight,今夜,,Let us go out tonight.,10,,,,,,
always,いつも,,She is always kind.,10,,,,,,
usually,ふつうは、たいてい,,I usually get up at six.,10,,,,,,
often,よく、しばしば,,I often play tennis.,10,,,,,,
sometimes,ときどき,,Sometimes I walk to school.,10,,,,,,
never,一度も～ない,1語で否定の意味を持つ,I never eat breakfast.,10,,,,,,
early,早い、早く,時刻が早いとき。速さは fast,I get up early.,10,,,,,,
late,おそい、おくれて,,I was late for school.,10,,,,,,
soon,すぐに、まもなく,,She will come soon.,10,,,,,,
before,～の前に,,Wash your hands before dinner.,10,,,,,,
after,～のあとに,,I play soccer after school.,10,,,,,,
when,いつ、～のとき,,When is your birthday?,10,,,,,,
birthday,誕生日,birth（誕生）＋ day（日）,My birthday is in May.,10,,,,,,
holiday,休日、祝日,,Tomorrow is a holiday.,10,,,,,,
vacation,休暇、長い休み,,We have a summer vacation.,10,,,,,,
weekend,週末,week（週）＋ end（終わり）,What do you do on weekends?,10,,,,,,
season,季節,,Japan has four seasons.,10,,,,,,
