問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
significant,重要な、意味のある,significance（重要性）から,There was a significant change.,10,,,,,,
substantial increase,かなりの増加,2語で1つの意味,We saw a substantial increase.,10,,,,,,
considerable amount,かなりの量,2語で1つの意味,It took a considerable amount of time.,10,,,,,,
previous,前の,previously（以前に）から,See the previous page.,10,,,,,,
subsequent event,その後のできごと,2語で1つの意味,The subsequent events were unexpected.,10,,,,,,
current situation,現在の状況,2語で1つの意味,Explain the current situation.,10,,,,,,
overall,全体の、全体として,,The overall result was good.,10,,,,,,
numerous cases,多数の事例,2語で1つの意味,There are numerous cases like this.,10,,,,,,
apparent reason,明らかな理由,2語で1つの意味,There is no apparent reason.,10,,,,,,
potential risk,潜在的な危険,2語で1つの意味,Consider the potential risk.,10,,,,,,
relevant data,関連するデータ,2語で1つの意味,Collect the relevant data.,10,,,,,,
reliable method,信頼できる方法,2語で1つの意味,Use a reliable method.,10,,,,,,
appropriate action,適切な行動,2語で1つの意味,Take appropriate action.,10,,,,,,
sufficient evidence,十分な証拠,2語で1つの意味,There is sufficient evidence.,10,,,,,,
consistent with,～と一致した,2語で1つの意味,The result is consistent with the theory.,10,,,,,,
independent of,～から独立した,2語で1つの意味,The result is independent of age.,10,,,,,,
typical example,典型的な例,2語で1つの意味,This is a typical example.,10,,,,,,
primary cause,主な原因,2語で1つの意味,The primary cause was human error.,10,,,,,,
secondary effect,二次的な影響,2語で1つの意味,We ignored the secondary effect.,10,,,,,,
mutual understanding,相互理解,2語で1つの意味,Mutual understanding takes time.,10,,,,,,
