問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
menu,メニュー、献立,,May I see the menu?,10,,,,,,
recipe,作り方、レシピ,,This recipe is easy.,10,,,,,,
taste,味、味がする,名詞にも動詞にも使う,This soup tastes good.,10,,,,,,
delicious,とてもおいしい,very good より強い,The cake was delicious.,10,,,,,,
sweet,甘い,,This apple is very sweet.,10,,,,,,
spicy,辛い,,I like spicy food.,10,,,,,,
fresh,新鮮な,,These vegetables are fresh.,10,,,,,,
vegetable,野菜,,Eat more vegetables.,10,,,,,,
fruit,果物,数えないことが多い,I eat fruit every morning.,10,,,,,,
soup,スープ,,The soup is hot.,10,,,,,,
sandwich,サンドイッチ,,I made a sandwich for lunch.,10,,,,,,
noodle,めん,ふつう複数形で使う,I like Japanese noodles.,10,,,,,,
dessert,デザート,s が2つ。砂漠は desert,What is for dessert?,10,,,,,,
coffee,コーヒー,,I drink coffee every morning.,10,,,,,,
juice,ジュース,,"A glass of orange juice, please.",10,,,,,,
bottle,びん、ボトル,,Give me a bottle of water.,10,,,,,,
slice,一切れ、薄く切る,名詞にも動詞にも使う,I ate a slice of bread.,10,,,,,,
boil,ゆでる、わかす,,Boil the eggs for ten minutes.,10,,,,,,
bake,（オーブンで）焼く,,She baked a cake.,10,,,,,,
serve,出す、給仕する,,They serve lunch at noon.,10,,,,,,
