問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
because,なぜなら～だから,あとに文を置く,I stayed home because it rained.,10,,,,,,
so,だから、とても,意味が2つある,"It rained, so I stayed home.",10,,,,,,
but,しかし,,"I like it, but it is expensive.",10,,,,,,
however,しかしながら,but よりかたい言い方,"However, I could not go.",10,,,,,,
though,～だけれども,,"Though it rained, we went out.",10,,,,,,
if,もし～ならば,,"If it rains, I will stay home.",10,,,,,,
also,～もまた,文の中ほどに置くことが多い,She also likes music.,10,,,,,,
besides,そのうえ,,"Besides, it was raining.",10,,,,,,
therefore,したがって,かたい言い方,"Therefore, we changed the plan.",10,,,,,,
and,そして、～と,,I like apples and oranges.,10,,,,,,
or,または,,Tea or coffee?,10,,,,,,
in the end,最終的に,3語で1つの意味,"In the end, we chose the blue one.",10,,,,,,
first of all,まず第一に,3語で1つの意味,"First of all, let us check the list.",10,,,,,,
in addition,さらに,2語で1つの意味,"In addition, it was cheap.",10,,,,,,
such as,たとえば～のような,2語で1つの意味,Fruit such as apples is healthy.,10,,,,,,
instead,代わりに,,I drank tea instead.,10,,,,,,
