問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
policy maker,政策立案者,2語で1つの意味,Policy makers met yesterday.,10,,,,,,
bureaucrat,官僚,,The bureaucrat explained the rule.,10,,,,,,
constituency,選挙区,,He visited his constituency.,10,,,,,,
candidate,候補者,,She is a strong candidate.,10,,,,,,
campaign,運動、選挙運動,,The campaign lasted a month.,10,,,,,,
ballot,投票用紙、投票,,They counted the ballots.,10,,,,,,
poll,世論調査、投票,,The poll showed support.,10,,,,,,
coalition,連立、連合,,They formed a coalition.,10,,,,,,
opposition,野党、反対,意味が2つある,The opposition criticized the bill.,10,,,,,,
cabinet,内閣、戸だな,意味が2つある,The cabinet approved the plan.,10,,,,,,
parliament,議会,,Parliament debated the issue.,10,,,,,,
assembly,議会、集会,,The city assembly voted.,10,,,,,,
ordinance,条例,,The city passed an ordinance.,10,,,,,,
jurisdiction,管轄権,,That is outside our jurisdiction.,10,,,,,,
subsidy,補助金,,Farmers receive a subsidy.,10,,,,,,
allowance,手当、小遣い,allow（許す）から,They pay a housing allowance.,10,,,,,,
deregulation,規制緩和,de（除く）＋ regulation,Deregulation increased competition.,10,,,,,,
privatization,民営化,private（民間の）から,Privatization was controversial.,10,,,,,,
municipal,市の、地方自治体の,,This is a municipal facility.,10,,,,,,
federal,連邦の,,It is a federal law.,10,,,,,,
