問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
abnormal,異常な、ふつうでない,normal（ふつうの）に ab（離れて）が付いた形,His temperature is abnormal.,10,,,,,,
aboard,（乗り物に）乗って,board（乗り込む）から,Welcome aboard the ship.,10,,,,,,
aborigine,先住民,いまは Aboriginal people と言うほうがふつう,The aborigines lived here long ago.,10,,,,,,
accessory,付属品、アクセサリー,,She bought a hair accessory.,10,,,,,,
accustom,慣れさせる,be accustomed to の形でよく使う,You must accustom yourself to the cold.,10,,,,,,
acknowledgement,認めること、お礼のことば,acknowledge（認める）から,He nodded in acknowledgement.,10,,,,,,
ad,広告,advertisement を短くした言い方,I saw the ad on the train.,10,,,,,,
addressee,受取人,address（あて名）に ee（される人）が付いた形,Write the addressee on the envelope.,10,,,,,,
adorable,とてもかわいい,,The puppy is adorable.,10,,,,,,
adverbial,副詞の働きをする,adverb（副詞）から。文法のことば,This is an adverbial phrase.,10,,,,,,
advert,広告,英国でよく使う言い方,The advert was on television.,10,,,,,,
adviser,助言する人,advise（助言する）から,She is my career adviser.,10,,,,,,
advisor,助言する人,米国でよく使うつづり。adviser と同じ,Ask your advisor about it.,10,,,,,,
aerobics,エアロビクス,いつも複数の形で使う,She does aerobics every morning.,10,,,,,,
affection,愛情,,He showed affection for his dog.,10,,,,,,
afterwards,あとで,英国でよく使う言い方。米国では afterward,We had tea afterwards.,10,,,,,,
air conditioning,冷暖房,2語で1つの意味,The air conditioning is broken.,10,,,,,,
air force,空軍,2語で1つの意味,His father is in the air force.,10,,,,,,
alcoholic,アルコールを含む,,This is an alcoholic drink.,10,,,,,,
analyse,分析する,英国のつづり。米国では analyze,Let us analyse the data.,10,,,,,,
