問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
successful,成功した,success（成功）から,The event was successful.,10,,,,,,
powerful,強力な,power（力）から,The engine is powerful.,10,,,,,,
peaceful,平和な,peace（平和）から,It was a peaceful morning.,10,,,,,,
helpful,役に立つ,help（助ける）から,Your advice was helpful.,10,,,,,,
harmful,有害な,harm（害）から,Smoking is harmful.,10,,,,,,
meaningful,意味のある,meaning（意味）から,It was a meaningful day.,10,,,,,,
successful attempt,成功した試み,2語で1つの意味,That was a successful attempt.,10,,,,,,
traditional,伝統的な,tradition（伝統）から,This is a traditional dance.,10,,,,,,
regional,地域の,region（地域）から,We studied regional history.,10,,,,,,
cultural,文化の,culture（文化）から,There are cultural differences.,10,,,,,,
scientific,科学の,science（科学）から,Use a scientific method.,10,,,,,,
economic,経済の,economy（経済）から,Economic growth slowed.,10,,,,,,
political,政治の,politics（政治）から,This is a political issue.,10,,,,,,
emotional,感情の,emotion（感情）から,It was an emotional moment.,10,,,,,,
