問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
accompany,同行する、伴う,,A teacher accompanied the students.,10,,,,,,
accumulate,蓄積する,,Dust accumulated on the shelf.,10,,,,,,
allocate,割り当てる,,They allocated funds to schools.,10,,,,,,
alter,変える,change よりかたい言い方,We altered the schedule.,10,,,,,,
apply to,～に当てはまる,2語で1つの意味,This rule applies to everyone.,10,,,,,,
attribute,～のせいにする,attribute A to B の形で使う,He attributed his success to luck.,10,,,,,,
cease,やめる、止まる,stop よりかたい言い方,The noise ceased suddenly.,10,,,,,,
compensate,補償する、埋め合わせる,,They compensated for the loss.,10,,,,,,
compile,まとめる、編集する,,She compiled the data.,10,,,,,,
comprehend,理解する,understand よりかたい言い方,I cannot comprehend his reason.,10,,,,,,
conceal,隠す,hide よりかたい言い方,He concealed the truth.,10,,,,,,
convey,伝える,,Words convey meaning.,10,,,,,,
deteriorate,悪化する,,His health deteriorated.,10,,,,,,
devote,ささげる,devote A to B の形で使う,She devoted her life to teaching.,10,,,,,,
diminish,減少する,,His influence diminished.,10,,,,,,
exceed,超える,,Costs exceeded the budget.,10,,,,,,
facilitate,容易にする,,This tool facilitates learning.,10,,,,,,
formulate,策定する、組み立てる,,They formulated a new plan.,10,,,,,,
hinder,さまたげる,,Rain hindered the work.,10,,,,,,
undertake,引き受ける,,She undertook the project.,10,,,,,,
