問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
stumble,つまずく,,He stumbled over a stone.,10,,,,,,
stun,ぼう然とさせる,,The result stunned everyone.,10,,,,,,
stunning,とても美しい、驚くような,stun から,The dress is stunning.,10,,,,,,
stupid,おろかな,,That was a stupid idea.,10,,,,,,
stylish,あかぬけた、しゃれた,style（様式）から,She wears stylish clothes.,10,,,,,,
subconscious,潜在意識の,sub（下の）＋ conscious（意識のある）,It was a subconscious habit.,10,,,,,,
submarine,潜水艦,sub（下の）＋ marine（海の）,The submarine went deep.,10,,,,,,
suddenly,突然に,sudden（突然の）から,Suddenly the lights went out.,10,,,,,,
suffer,苦しむ、こうむる,,He suffers from headaches.,10,,,,,,
suffix,接尾辞,語の後ろに付く部分。文法のことば,Ness is a common suffix.,10,,,,,,
suicide,自殺,,The book discusses suicide prevention.,10,,,,,,
summarise,要約する,英国のつづり。米国では summarize,Summarise the story in five lines.,10,,,,,,
sunbathe,日光浴をする,sun ＋ bathe,They sunbathed on the beach.,10,,,,,,
sundial,日時計,sun ＋ dial,The garden has an old sundial.,10,,,,,,
sunrise,日の出,sun ＋ rise,We watched the sunrise.,10,,,,,,
sunset,日の入り,sun ＋ set,The sunset was beautiful.,10,,,,,,
superstition,迷信,,It is only a superstition.,10,,,,,,
supporter,支持者、応援する人,support から,She is a loyal supporter.,10,,,,,,
supportive,支えてくれる,support から,My family is very supportive.,10,,,,,,
suppose,思う、仮定する,,I suppose he is right.,10,,,,,,
