問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
certain,確かな、ある～,意味が2つある,I am certain about this.,10,,,,,,
similar to,～に似た,2語で1つの意味,This is similar to that.,10,,,,,,
specific,具体的な、特定の,,Give a specific example.,10,,,,,,
individual,個々の、個人,,Each individual answer differs.,10,,,,,,
actual,実際の,actually（実際は）から,What is the actual cost?,10,,,,,,
normal,正常な、ふつうの,,His temperature is normal.,10,,,,,,
correct,正しい、直す,名詞にも動詞にも使う,Choose the correct answer.,10,,,,,,
incorrect,誤った,in（否定）＋ correct,Your answer is incorrect.,10,,,,,,
useful for,～に役立つ,2語で1つの意味,This tool is useful for study.,10,,,,,,
necessary for,～に必要な,2語で1つの意味,Water is necessary for life.,10,,,,,,
responsible for,～に責任がある,2語で1つの意味,You are responsible for this.,10,,,,,,
familiar with,～をよく知っている,2語で1つの意味,I am familiar with this song.,10,,,,,,
capable of,～ができる,2語で1つの意味,She is capable of doing it.,10,,,,,,
aware of,～に気づいている,2語で1つの意味,Are you aware of the danger?,10,,,,,,
