問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
England,イギリス、イングランド,大文字で始める,She is from England.,10,,,,,,
Australia,オーストラリア,,Australia is in the south.,10,,,,,,
Canada,カナダ,,My cousin lives in Canada.,10,,,,,,
China,中国,,China is a large country.,10,,,,,,
Korea,韓国、朝鮮,,Korea is close to Japan.,10,,,,,,
France,フランス,,I want to visit France.,10,,,,,,
capital,首都、大文字,意味が2つある,Tokyo is the capital of Japan.,10,,,,,,
population,人口,,The population of this city is large.,10,,,,,,
culture,文化,,I am interested in Japanese culture.,10,,,,,,
tradition,伝統,,This is an old tradition.,10,,,,,,
custom,習慣、風習,,It is a custom in this country.,10,,,,,,
flag,旗,,The flag is red and white.,10,,,,,,
war,戦争,,We must stop war.,10,,,,,,
peace,平和,,Everyone wants peace.,10,,,,,,
international,国際的な,inter（間の）＋ national（国の）,This is an international event.,10,,,,,,
exchange,交換する、交換,,We had an exchange student.,10,,,,,,
translate,翻訳する,,Can you translate this?,10,,,,,,
sightseeing,観光,sight（景色）＋ seeing（見ること）,We went sightseeing in Kyoto.,10,,,,,,
worldwide,世界じゅうの,world（世界）＋ wide（広い）,This song is worldwide famous.,10,,,,,,
