問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
excitedly,興奮して,excited（興奮した）から,The children shouted excitedly.,10,,,,,,
excitement,興奮、わくわくすること,excite（興奮させる）から,The news caused great excitement.,10,,,,,,
exhausted,疲れ果てた,,I was exhausted after the race.,10,,,,,,
experienced,経験のある,experience（経験）から,She is an experienced nurse.,10,,,,,,
exploration,探検、調査,explore（探検する）から,Space exploration is costly.,10,,,,,,
explosion,爆発,explode（爆発する）から,We heard a loud explosion.,10,,,,,,
extensively,広く、大規模に,extensive（広い）から,He has travelled extensively.,10,,,,,,
extraordinary,なみはずれた、異常な,extra（外の）＋ ordinary（ふつうの）,She has an extraordinary voice.,10,,,,,,
extreme,極端な,,They faced extreme cold.,10,,,,,,
extreme sports,危険のともなう競技,2語で1つの意味,He enjoys extreme sports.,10,,,,,,
eyesight,視力,eye ＋ sight（見ること）,My eyesight is getting worse.,10,,,,,,
face to face,面と向かって,3語で1つの意味,We talked face to face.,10,,,,,,
face-to-face,面と向かった,つないで形容詞にした形,We had a face-to-face meeting.,10,,,,,,
fade,色あせる、消えていく,,The curtains faded in the sun.,10,,,,,,
faint,かすかな、気を失う,意味が2つある,I heard a faint sound.,10,,,,,,
faithful,忠実な,faith（信頼）から,The dog is faithful to its owner.,10,,,,,,
fake,にせの,,That is a fake diamond.,10,,,,,,
fallen,落ちた、倒れた,fall（落ちる）の形が変わったもの,Fallen leaves covered the path.,10,,,,,,
fantasy,空想、幻想,,The story is a fantasy.,10,,,,,,
faraway,遠くの,far ＋ away,She dreamed of a faraway land.,10,,,,,,
