問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
society,社会,,We live in a busy society.,10,,,,,,
community,地域社会、共同体,,Our community is very friendly.,10,,,,,,
citizen,市民,city（都市）から生まれた語,Every citizen has rights.,10,,,,,,
government,政府,govern（治める）＋ ment,The government made a new rule.,10,,,,,,
law,法律,,We must follow the law.,10,,,,,,
rule,規則、支配する,名詞にも動詞にも使う,Follow the school rules.,10,,,,,,
duty,義務、任務,,It is our duty to help them.,10,,,,,,
election,選挙,elect（選ぶ）＋ ion,The election is next month.,10,,,,,,
vote,投票する、投票,,Please vote in the election.,10,,,,,,
leader,指導者,lead（導く）＋ er,She is a good leader.,10,,,,,,
mayor,市長,,The mayor visited our school.,10,,,,,,
public service,公共サービス,2語で1つの意味,Public service is important.,10,,,,,,
welfare,福祉,,The city improved its welfare system.,10,,,,,,
support,支える、支援,名詞にも動詞にも使う,Thank you for your support.,10,,,,,,
cooperate,協力する,co（共に）＋ operate（働く）,We must cooperate with each other.,10,,,,,,
organization,組織、団体,organize（組織する）から,She works for an organization.,10,,,,,,
charity,慈善、慈善団体,,They gave money to charity.,10,,,,,,
poverty,貧困,poor（貧しい）から,We should work to end poverty.,10,,,,,,
equal,平等な、等しい,,All people are equal.,10,,,,,,
