問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
respectable,りっぱな、きちんとした,respect（尊敬）から,He comes from a respectable family.,10,,,,,,
respond,応じる、返答する,response（返答）の仲間,She responded at once.,10,,,,,,
responsibility,責任,responsible（責任のある）から,He accepted responsibility.,10,,,,,,
retrospect,回顧、ふり返り,in retrospect（あとから思うと）で使う,"In retrospect, it was a mistake.",10,,,,,,
reunification,再統一,re（再び）＋ unification,They celebrated the reunification.,10,,,,,,
reunify,再び1つにする,,The country was reunified.,10,,,,,,
revision,見直し、修正,英国では「試験勉強」の意味でも使う,The plan needs revision.,10,,,,,,
reward,ほうび、報いる,意味が2つある,She received a reward.,10,,,,,,
rewrite,書き直す,re（再び）＋ write,Please rewrite the last part.,10,,,,,,
rid,取り除く,get rid of の形でよく使う,We got rid of the old sofa.,10,,,,,,
riddle,なぞなぞ,,He could not solve the riddle.,10,,,,,,
ridiculous,ばかげた,,That price is ridiculous.,10,,,,,,
ripe,熟した,,The bananas are ripe.,10,,,,,,
rise,上がる、上昇,意味が2つある,Prices rose again.,10,,,,,,
roadside,道ばた,road ＋ side,They stopped at the roadside.,10,,,,,,
rolling,うねっている、転がる,roll（転がる）から,We drove through rolling hills.,10,,,,,,
rotten,くさった,,Throw away the rotten apple.,10,,,,,,
rough,でこぼこの、あらい,gh を「フ」と読む,The road is rough.,10,,,,,,
routine,決まった手順、日課,,Exercise is part of my routine.,10,,,,,,
rubber,ゴム、消しゴム,英国では消しゴムも指す,The tyres are made of rubber.,10,,,,,,
