問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
diver,潜水する人,dive（もぐる）から,The diver found an old coin.,10,,,,,,
divine,神の、神聖な,,They believed it was divine.,10,,,,,,
diving,潜水、飛びこみ,,Diving is her favourite sport.,10,,,,,,
divorced,離婚した,divorce（離婚）から,His parents are divorced.,10,,,,,,
dj,選曲して流す人,disc jockey を短くした言い方,The dj played all night.,10,,,,,,
doc,先生（医者）,doctor を短くした話しことば,"Thanks, doc.",10,,,,,,
dot,点,,Draw a dot on the map.,10,,,,,,
downward,下向きの,down ＋ ward（〜の方へ）,The road takes a downward turn.,10,,,,,,
doze,うとうとする,,He dozed in the armchair.,10,,,,,,
drag,引きずる,,Do not drag the chair.,10,,,,,,
dramatic,劇的な、目をみはる,drama（劇）から,There was a dramatic change.,10,,,,,,
drown,おぼれる、おぼれさせる,,The dog almost drowned.,10,,,,,,
drunk,酔った,drink（飲む）の形が変わったもの,He was too drunk to drive.,10,,,,,,
dude,やつ、君,話しことばでよく使う,That dude is my cousin.,10,,,,,,
dull,退屈な、鈍い,意味が2つある,The lecture was dull.,10,,,,,,
dump,捨てる、捨て場,意味が2つある,Do not dump rubbish here.,10,,,,,,
dustbin,ごみ入れ,英国でよく使う言い方,"Empty the dustbin, please.",10,,,,,,
dusty,ほこりっぽい,dust（ほこり）から,The shelf is dusty.,10,,,,,,
duty-free,免税の,duty（税）＋ free（かからない）,She bought duty-free perfume.,10,,,,,,
duvet,羽ぶとん,英国でよく使う言い方,He pulled the duvet over his head.,10,,,,,,
